,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
17730,47412929,Brooklyn,Private room,98.0,1,278,1.0,1.0,2.0,2,False,1.9912260756924949
17731,47967099,Brooklyn,Entire home/apt,113.0,4,357,1.0,1.0,3.0,2,False,2.0530784434834195
17732,47968256,Manhattan,Entire home/apt,109.0,1,227,1.0,1.0,1.0,2,True,2.037426497940624
17733,47968434,Brooklyn,Entire home/apt,63.0,4,292,1.0,1.0,1.0,1,False,1.7993405494535817
17736,47974913,Manhattan,Entire home/apt,190.0,1,263,1.0,1.0,1.0,1,False,2.278753600952829
17737,47974969,Queens,Entire home/apt,133.0,1,179,3.0,1.0,3.0,5,False,2.123851640967086
17738,47975799,Manhattan,Private room,91.0,5,187,1.0,2.0,1.0,1,True,1.9590413923210936
17739,47977116,Queens,Private room,37.0,231,53,1.0,2.0,1.0,2,False,1.568201724066995
17741,47421830,Brooklyn,Entire home/apt,200.0,1,364,1.0,1.0,1.0,2,False,2.3010299956639813
17742,47443009,Queens,Entire home/apt,72.0,1,329,1.0,1.0,1.0,2,False,1.8573324964312685
17744,47832229,Brooklyn,Private room,55.0,3,365,1.0,2.5,1.0,2,False,1.7403626894942439
17745,47832340,Bronx,Private room,57.0,25,60,5.0,2.0,4.0,1,False,1.7558748556724915
17747,47833551,Queens,Private room,32.0,216,60,1.0,1.0,1.0,2,False,1.505149978319906
17749,47841969,Bronx,Private room,62.0,25,364,1.0,2.0,1.0,1,False,1.792391689498254
17751,47844167,Bronx,Private room,62.0,25,364,1.0,2.0,1.0,1,False,1.792391689498254
17752,47444016,Manhattan,Entire home/apt,356.0,1,329,1.0,1.0,1.0,4,False,2.5514499979728753
17753,47448046,Manhattan,Entire home/apt,100.0,176,285,1.0,1.0,2.0,2,False,2.0
17754,47448127,Manhattan,Entire home/apt,250.0,1,60,1.0,1.0,2.0,2,False,2.3979400086720375
17755,47449728,Brooklyn,Entire home/apt,135.0,1,364,1.0,1.0,1.0,2,False,2.130333768495006
17756,47451852,Queens,Entire home/apt,131.0,2,270,2.0,1.0,2.0,4,True,2.1172712956557644
17760,47977634,Brooklyn,Private room,75.0,3,157,1.0,1.0,1.0,1,True,1.8750612633917
17763,47982995,Manhattan,Private room,162.0,2,333,1.0,1.5,1.0,2,True,2.2095150145426308
17767,47990503,Manhattan,Entire home/apt,506.0,3,255,5.0,4.5,5.0,13,False,2.7041505168397992
17768,47993937,Manhattan,Entire home/apt,168.0,134,357,1.0,1.0,1.0,3,True,2.225309281725863
17770,47467110,Brooklyn,Entire home/apt,132.0,2,60,2.0,1.0,2.0,4,False,2.12057393120585
17771,47846567,Brooklyn,Private room,77.0,2,88,1.0,1.0,1.0,1,True,1.8864907251724818
17772,47846577,Manhattan,Entire home/apt,79.0,1,145,2.0,1.0,2.0,2,True,1.8976270912904414
17775,48055938,Manhattan,Entire home/apt,200.0,134,281,1.0,1.0,1.0,3,True,2.3010299956639813
17777,48062301,Queens,Entire home/apt,225.0,1,180,3.0,1.5,3.0,8,False,2.3521825181113627
17783,47472308,Brooklyn,Entire home/apt,68.0,1,180,1.0,1.0,1.0,3,False,1.8325089127062364
17788,47486539,Manhattan,Entire home/apt,145.0,134,322,1.0,1.0,1.0,2,True,2.161368002234975
17792,48083343,Brooklyn,Private room,43.0,617,305,1.0,2.0,1.0,1,False,1.6334684555795864
17793,48089766,Manhattan,Entire home/apt,3300.0,2,364,1.0,4.0,2.0,16,False,3.5185139398778875
17794,48095346,Brooklyn,Entire home/apt,263.0,10,363,2.0,2.0,2.0,5,False,2.419955748489758
17795,48100776,Manhattan,Entire home/apt,298.0,1194,299,1.0,1.0,1.0,2,False,2.4742162640762553
17796,48100962,Manhattan,Entire home/apt,330.0,1194,289,1.0,1.0,1.0,2,False,2.5185139398778875
17797,47994751,Brooklyn,Private room,1706.0,4,362,5.0,2.5,6.0,10,True,3.231979026831504
17798,47996191,Manhattan,Entire home/apt,111.0,176,262,1.0,1.0,1.0,2,False,2.0453229787866576
17799,47996705,Manhattan,Entire home/apt,191.0,46,309,3.0,1.0,4.0,6,True,2.2810333672477277
17801,48011354,Queens,Private room,71.0,3,251,1.0,1.0,1.0,1,False,1.8512583487190752
17803,48016092,Brooklyn,Entire home/apt,120.0,1,145,2.0,1.0,2.0,3,False,2.0791812460476247
17804,48017619,Brooklyn,Entire home/apt,70.0,1,237,1.0,1.0,2.0,2,False,1.845098040014257
17805,48024678,Manhattan,Entire home/apt,130.0,6,283,1.0,1.0,2.0,2,False,2.113943352306837
17806,48029069,Brooklyn,Private room,150.0,7,153,1.0,1.0,1.0,1,True,2.1760912590556813
17807,47486935,Brooklyn,Private room,78.0,2,63,1.0,1.0,1.0,4,False,1.8920946026904804
17817,48103930,Manhattan,Entire home/apt,90.0,176,342,1.0,1.0,1.0,2,False,1.954242509439325
17818,48104025,Manhattan,Entire home/apt,136.0,49,346,1.0,1.0,2.0,4,False,2.1335389083702174
17821,48109162,Queens,Entire home/apt,77.0,1,107,1.0,1.0,5.0,4,False,1.8864907251724818
17822,48110470,Brooklyn,Entire home/apt,361.0,3,365,3.0,1.0,4.0,6,False,2.5575072019056577
17823,48111149,Brooklyn,Private room,300.0,3,365,2.0,1.5,1.0,4,True,2.4771212547196626
17826,48030596,Manhattan,Entire home/apt,168.0,49,347,1.0,1.0,2.0,4,False,2.225309281725863
17829,48042018,Manhattan,Entire home/apt,250.0,1,365,2.0,1.0,4.0,4,False,2.3979400086720375
17833,48045041,Manhattan,Private room,93.0,2,92,1.0,1.0,1.0,1,False,1.968482948553935
17838,48266114,Brooklyn,Entire home/apt,210.0,15,365,2.0,1.0,2.0,6,False,2.322219294733919
17839,48266140,Brooklyn,Private room,92.0,1,89,1.0,1.0,1.0,1,False,1.9637878273455553
17840,48270362,Queens,Entire home/apt,53.0,1,361,1.0,1.0,1.0,2,False,1.724275869600789
17841,48279821,Manhattan,Entire home/apt,150.0,28,332,1.0,1.0,1.0,1,True,2.1760912590556813
17844,48404504,Brooklyn,Private room,395.0,1,365,1.0,1.0,1.0,2,False,2.59659709562646
17848,48416088,Manhattan,Entire home/apt,135.0,176,30,2.0,1.0,2.0,3,False,2.130333768495006
17850,48423570,Manhattan,Entire home/apt,180.0,1,89,1.0,1.0,1.0,2,False,2.255272505103306
17851,48111511,Brooklyn,Private room,40.0,617,365,1.0,2.0,1.0,1,False,1.6020599913279623
17853,48121041,Manhattan,Entire home/apt,250.0,1,90,1.0,1.0,3.0,2,False,2.3979400086720375
17857,48124602,Manhattan,Entire home/apt,129.0,47,306,1.0,1.0,2.0,4,False,2.110589710299249
17860,48128688,Manhattan,Entire home/apt,130.0,1,321,1.0,1.0,2.0,4,True,2.113943352306837
17861,48282693,Manhattan,Entire home/apt,125.0,176,267,1.0,1.0,1.0,2,False,2.0969100130080562
17868,48130923,Brooklyn,Entire home/apt,90.0,1,37,1.0,1.0,1.0,2,True,1.954242509439325
17869,48133291,Manhattan,Entire home/apt,88.0,3,209,1.0,1.0,1.0,2,False,1.9444826721501687
17870,48133569,Queens,Private room,73.0,1,365,1.0,1.0,1.0,2,False,1.863322860120456
17871,48134826,Manhattan,Entire home/apt,341.0,1194,122,1.0,1.0,1.0,2,False,2.5327543789924976
17872,48134893,Manhattan,Entire home/apt,540.0,1194,274,2.0,1.5,2.0,4,False,2.7323937598229686
17873,48135717,Manhattan,Entire home/apt,400.0,22,179,1.0,1.0,1.0,2,False,2.6020599913279625
17874,48137711,Brooklyn,Entire home/apt,166.0,1,122,2.0,1.0,2.0,4,True,2.220108088040055
17875,48137872,Brooklyn,Entire home/apt,950.0,1,364,3.0,1.0,3.0,7,False,2.9777236052888476
17880,48427492,Brooklyn,Entire home/apt,121.0,1,246,1.0,1.0,1.0,2,True,2.0827853703164503
17881,48430489,Brooklyn,Private room,44.0,2,335,1.0,1.0,1.0,1,False,1.6434526764861874
17882,48440192,Bronx,Entire home/apt,106.0,1,365,1.0,1.0,1.0,4,False,2.0253058652647704
17884,48444133,Bronx,Private room,395.0,1,179,3.0,1.0,5.0,2,False,2.59659709562646
17885,48300185,Manhattan,Entire home/apt,192.0,38,365,2.0,2.0,2.0,4,True,2.2833012287035497
17887,48304015,Manhattan,Entire home/apt,125.0,176,193,1.0,1.0,2.0,2,False,2.0969100130080562
17890,48316162,Manhattan,Private room,190.0,79,307,1.0,1.0,1.0,2,False,2.278753600952829
17891,48316241,Manhattan,Private room,89.0,79,319,1.0,1.0,1.0,2,False,1.9493900066449128
17892,48139155,Manhattan,Entire home/apt,330.0,1194,230,1.0,1.0,1.0,2,False,2.5185139398778875
17893,48142110,Brooklyn,Private room,181.0,1,365,1.0,1.0,1.0,2,False,2.2576785748691846
17894,48143746,Manhattan,Entire home/apt,420.0,1194,30,1.0,1.0,1.0,2,False,2.6232492903979003
17896,48146527,Manhattan,Entire home/apt,260.0,3,233,2.0,1.0,2.0,5,True,2.4149733479708178
17899,48316249,Manhattan,Private room,80.0,79,334,1.0,1.0,1.0,2,False,1.9030899869919435
17900,48316258,Manhattan,Private room,107.0,79,325,1.0,1.0,1.0,2,False,2.0293837776852097
17901,48316284,Manhattan,Private room,207.0,79,334,1.0,1.0,1.0,2,False,2.315970345456918
17902,48445362,Bronx,Private room,33.0,8,22,1.0,1.5,1.0,1,True,1.5185139398778875
17903,48449621,Bronx,Entire home/apt,120.0,1,364,1.0,1.0,2.0,4,False,2.0791812460476247
17905,48452927,Manhattan,Entire home/apt,230.0,1,68,1.0,1.0,1.0,2,False,2.361727836017593
17906,48456241,Brooklyn,Entire home/apt,178.0,2,94,2.0,1.0,4.0,4,True,2.250420002308894
17908,48463531,Queens,Private room,33.0,231,56,1.0,1.0,1.0,1,False,1.5185139398778875
17909,48463899,Queens,Private room,27.0,231,46,1.0,1.0,1.0,1,False,1.4313637641589874
17912,48317954,Manhattan,Entire home/apt,169.0,28,102,2.0,1.0,2.0,2,True,2.2278867046136734
17913,48318184,Manhattan,Entire home/apt,126.0,28,259,2.0,1.0,2.0,2,True,2.100370545117563
17915,48323889,Brooklyn,Entire home/apt,149.0,2,270,2.0,1.0,3.0,4,True,2.173186268412274
17916,48326902,Manhattan,Entire home/apt,120.0,7,274,1.0,1.0,2.0,3,True,2.0791812460476247
17917,48328710,Manhattan,Entire home/apt,138.0,28,227,1.0,1.0,1.0,1,True,2.1398790864012365
17918,48331524,Manhattan,Private room,65.0,3,150,1.0,1.0,1.0,2,True,1.8129133566428555
17921,48159314,Brooklyn,Entire home/apt,333.0,3,365,1.0,1.0,2.0,2,False,2.5224442335063197
17924,48168657,Manhattan,Entire home/apt,130.0,1,216,1.0,1.0,1.0,2,False,2.113943352306837
17926,48170918,Queens,Entire home/apt,96.0,2,258,2.0,1.0,2.0,6,True,1.9822712330395684
17927,48181694,Brooklyn,Private room,44.0,617,274,1.0,1.0,1.0,1,False,1.6434526764861874
17928,48182954,Manhattan,Entire home/apt,124.0,47,313,1.0,1.0,2.0,4,False,2.093421685162235
17931,48470766,Brooklyn,Entire home/apt,108.0,1,180,2.0,2.0,2.0,4,False,2.03342375548695
17934,48483049,Manhattan,Entire home/apt,89.0,25,292,1.0,1.0,1.0,2,False,1.9493900066449128
17936,48489975,Manhattan,Entire home/apt,120.0,15,208,1.0,1.0,2.0,2,True,2.0791812460476247
17938,48493122,Manhattan,Entire home/apt,313.0,134,331,1.0,1.0,1.0,3,True,2.4955443375464483
17939,48503504,Brooklyn,Private room,175.0,1,76,1.0,1.0,2.0,2,True,2.2430380486862944
17940,48334556,Queens,Private room,66.0,10,307,1.0,1.0,1.0,2,True,1.8195439355418688
17941,48341938,Manhattan,Private room,143.0,2,34,1.0,1.0,1.0,1,True,2.155336037465062
17942,48344749,Manhattan,Private room,212.0,20,33,1.0,1.0,1.0,2,False,2.326335860928751
17943,48344963,Manhattan,Private room,480.0,20,33,1.0,1.0,2.0,8,False,2.681241237375587
17944,48345047,Manhattan,Private room,471.0,20,33,1.0,1.0,2.0,8,False,2.673020907128896
17945,48345099,Manhattan,Entire home/apt,85.0,34,362,1.0,1.0,2.0,2,False,1.9294189257142926
17946,48345227,Manhattan,Private room,212.0,20,33,1.0,1.0,1.0,2,False,2.326335860928751
17949,48214743,Staten Island,Entire home/apt,100.0,7,353,1.0,1.0,3.0,4,True,2.0
17950,48215693,Queens,Private room,102.0,2,321,1.0,1.0,1.0,2,False,2.0086001717619175
17952,48216778,Brooklyn,Entire home/apt,110.0,1,245,1.0,1.0,2.0,3,False,2.041392685158225
17953,48229606,Brooklyn,Private room,57.0,5,88,1.0,1.0,1.0,1,False,1.7558748556724915
17954,48230852,Manhattan,Entire home/apt,120.0,47,359,1.0,1.0,1.0,2,False,2.0791812460476247
17955,48230897,Manhattan,Entire home/apt,145.0,28,212,1.0,1.0,1.0,1,True,2.161368002234975
17956,48345447,Manhattan,Private room,386.0,20,33,1.0,1.0,2.0,6,False,2.586587304671755
17959,48520815,Brooklyn,Entire home/apt,130.0,1,178,1.0,1.0,2.0,2,True,2.113943352306837
17960,48527525,Manhattan,Private room,52.0,6,274,1.0,1.0,1.0,1,True,1.7160033436347992
17961,48528952,Manhattan,Private room,48.0,9,83,1.0,1.0,1.0,1,False,1.6812412373755872
17964,48559980,Manhattan,Entire home/apt,69.0,138,335,1.0,1.0,1.0,2,True,1.8388490907372552
17966,48356312,Manhattan,Private room,119.0,1,269,1.0,1.0,1.0,1,False,2.0755469613925306
17967,48357548,Manhattan,Private room,48.0,9,235,1.0,1.0,1.0,1,False,1.6812412373755872
17968,48360362,Queens,Private room,69.0,2,160,1.0,1.0,1.0,1,True,1.8388490907372552
17970,48231063,Manhattan,Entire home/apt,156.0,28,217,1.0,1.0,1.0,1,True,2.1931245983544616
17971,48233657,Manhattan,Entire home/apt,233.0,93,346,1.0,1.0,1.0,2,False,2.367355921026019
17975,48247577,Brooklyn,Private room,73.0,617,365,1.0,1.0,1.0,1,False,1.863322860120456
17980,48365708,Brooklyn,Entire home/apt,264.0,2,179,3.0,1.0,3.0,3,False,2.4216039268698313
17981,48367018,Brooklyn,Entire home/apt,142.0,1,75,1.0,1.0,1.0,2,False,2.1522883443830563
17983,48562814,Manhattan,Private room,156.0,7,11,1.0,1.0,2.0,4,False,2.1931245983544616
17984,48562902,Manhattan,Private room,156.0,7,9,1.0,1.0,2.0,4,False,2.1931245983544616
17985,48563315,Manhattan,Private room,156.0,7,11,1.0,1.0,2.0,4,False,2.1931245983544616
17986,48566707,Manhattan,Entire home/apt,210.0,79,230,1.0,1.0,2.0,4,False,2.322219294733919
17987,48569389,Manhattan,Entire home/apt,1048.0,2,365,1.0,1.0,1.0,2,False,3.0203612826477078
17988,48585070,Queens,Private room,38.0,1,183,3.0,1.5,4.0,2,True,1.5797835966168101
17990,48586222,Manhattan,Private room,224.0,79,335,1.0,1.0,1.0,2,False,2.3502480183341627
17991,48367351,Manhattan,Entire home/apt,196.0,86,365,1.0,1.0,2.0,2,False,2.292256071356476
17993,48253767,Queens,Entire home/apt,65.0,1,195,1.0,1.0,1.0,2,True,1.8129133566428555
17994,48255368,Manhattan,Entire home/apt,400.0,1,269,1.0,1.0,1.0,1,False,2.6020599913279625
17995,48255427,Manhattan,Entire home/apt,379.0,1,180,1.0,1.0,3.0,4,False,2.578639209968072
17997,48257064,Brooklyn,Shared room,90.0,1,274,1.0,1.0,1.0,2,False,1.954242509439325
18000,48627687,Manhattan,Entire home/apt,170.0,176,337,1.0,1.0,1.0,2,False,2.230448921378274
18003,48380523,Manhattan,Entire home/apt,145.0,1,364,1.0,1.0,2.0,2,False,2.161368002234975
18009,48587319,Manhattan,Private room,283.0,79,170,1.0,1.0,1.0,2,False,2.45178643552429
18010,48587320,Manhattan,Private room,254.0,79,330,1.0,1.0,1.0,2,False,2.404833716619938
18011,48587324,Manhattan,Private room,229.0,79,296,1.0,1.0,1.0,2,False,2.359835482339888
18012,48587330,Manhattan,Private room,319.0,79,284,1.0,1.0,2.0,4,False,2.503790683057181
18013,48587331,Manhattan,Private room,309.0,79,317,1.0,1.0,2.0,4,False,2.4899584794248346
18014,48587332,Manhattan,Private room,353.0,79,276,1.0,1.0,2.0,4,False,2.5477747053878224
18015,48587333,Manhattan,Private room,464.0,79,167,1.0,1.0,2.0,4,False,2.6665179805548807
18017,48382101,Bronx,Entire home/apt,120.0,5,180,1.0,1.0,1.0,2,True,2.0791812460476247
18022,48383636,Manhattan,Entire home/apt,168.0,3,329,2.0,1.0,3.0,6,False,2.225309281725863
18023,48383760,Manhattan,Private room,40.0,1,160,1.0,1.0,1.0,1,False,1.6020599913279623
18025,48639298,Queens,Entire home/apt,140.0,1,172,3.0,1.0,2.0,6,False,2.146128035678238
18027,48654449,Queens,Private room,70.0,1,114,1.0,1.0,1.0,2,True,1.845098040014257
18028,48658249,Manhattan,Entire home/apt,656.0,1,47,3.0,2.5,4.0,6,True,2.8169038393756605
18029,48658534,Brooklyn,Entire home/apt,160.0,1,102,1.0,1.0,1.0,2,True,2.2041199826559246
18030,48659103,Queens,Entire home/apt,141.0,2,365,2.0,1.0,2.0,2,True,2.1492191126553797
18032,48661185,Bronx,Private room,37.0,2,114,1.0,1.0,1.0,1,False,1.568201724066995
18034,48672660,Manhattan,Entire home/apt,181.0,93,337,2.0,1.0,2.0,4,False,2.2576785748691846
18035,48587864,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,2.0,3,False,2.255272505103306
18037,48601052,Manhattan,Entire home/apt,205.0,83,180,1.0,1.0,2.0,3,False,2.311753861055754
18038,48601560,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,2.0,3,False,2.255272505103306
18039,48601706,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,2.0,3,False,2.255272505103306
18040,48601811,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,2.0,3,False,2.255272505103306
18041,48602128,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,1.0,3,False,2.255272505103306
18042,48602260,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,1.0,3,False,2.255272505103306
18043,48602318,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,1.0,3,False,2.255272505103306
18044,48602370,Manhattan,Entire home/apt,180.0,83,365,1.0,1.0,1.0,3,False,2.255272505103306
18054,48399663,Manhattan,Entire home/apt,272.0,236,365,3.0,1.0,3.0,6,False,2.4345689040341987
18055,48402078,Staten Island,Private room,157.0,3,180,2.0,1.0,2.0,2,False,2.1958996524092336
18058,48612262,Brooklyn,Private room,114.0,1,363,1.0,1.0,1.0,1,True,2.0569048513364727
18067,48867046,Manhattan,Entire home/apt,120.0,25,245,1.0,1.0,1.0,2,False,2.0791812460476247
18068,48674402,Brooklyn,Entire home/apt,200.0,1,48,1.0,1.0,1.0,2,False,2.3010299956639813
18069,48674893,Manhattan,Entire home/apt,89.0,34,288,1.0,1.0,1.0,2,False,1.9493900066449128
18071,48676981,Brooklyn,Entire home/apt,140.0,1,105,1.0,1.0,2.0,4,True,2.146128035678238
18073,48679571,Queens,Entire home/apt,236.0,10,365,1.0,1.0,2.0,3,True,2.3729120029701067
18076,48682927,Manhattan,Private room,347.0,1,184,1.0,1.0,2.0,2,True,2.5403294747908736
18078,48871242,Brooklyn,Private room,71.0,617,305,1.0,1.0,1.0,1,False,1.8512583487190752
18080,48879282,Bronx,Entire home/apt,83.0,1,268,1.0,1.0,2.0,4,True,1.919078092376074
18082,48886891,Brooklyn,Entire home/apt,129.0,1,89,1.0,1.0,1.0,2,False,2.110589710299249
18084,48699809,Queens,Entire home/apt,110.0,1,365,2.0,1.0,2.0,6,True,2.041392685158225
18086,48707741,Queens,Private room,67.0,1,179,1.0,1.0,1.0,2,False,1.8260748027008264
18089,48720514,Manhattan,Entire home/apt,109.0,47,364,1.0,1.0,1.0,2,False,2.037426497940624
18091,48731947,Brooklyn,Private room,65.0,10,273,1.0,1.0,1.0,1,False,1.8129133566428555
18097,49060074,Brooklyn,Entire home/apt,140.0,1,364,2.0,1.0,2.0,2,False,2.146128035678238
18098,49072113,Brooklyn,Private room,155.0,1,179,1.0,1.0,1.0,2,False,2.1903316981702914
18099,49074308,Brooklyn,Private room,41.0,15,273,1.0,2.0,1.0,2,False,1.6127838567197355
18100,49074726,Manhattan,Entire home/apt,218.0,236,365,1.0,1.0,2.0,4,False,2.3384564936046046
18101,49074929,Manhattan,Entire home/apt,205.0,49,5,1.0,1.0,2.0,3,False,2.311753861055754
18107,48920995,Brooklyn,Entire home/apt,143.0,1,363,2.0,1.0,2.0,5,False,2.155336037465062
18109,48733636,Manhattan,Entire home/apt,152.0,25,290,1.0,1.0,1.0,2,False,2.1818435879447726
18110,48735024,Manhattan,Entire home/apt,403.0,1194,255,1.0,1.0,1.0,2,False,2.6053050461411096
18111,48735040,Manhattan,Entire home/apt,420.0,1194,245,1.0,1.0,1.0,2,False,2.6232492903979003
18112,48735062,Manhattan,Entire home/apt,420.0,1194,291,1.0,1.0,1.0,2,False,2.6232492903979003
18113,48736649,Queens,Entire home/apt,147.0,2,364,2.0,1.0,3.0,6,False,2.167317334748176
18116,48921786,Queens,Private room,134.0,4,272,1.0,1.0,1.0,2,True,2.1271047983648077
18117,48922519,Manhattan,Entire home/apt,223.0,8,60,1.0,1.0,2.0,2,True,2.3483048630481607
18118,48933117,Manhattan,Entire home/apt,170.0,3,125,1.0,1.0,6.0,2,False,2.230448921378274
18119,48936915,Brooklyn,Private room,43.0,15,275,1.0,2.0,1.0,1,False,1.6334684555795864
18121,49077488,Manhattan,Entire home/apt,400.0,2,274,3.0,1.0,2.0,5,False,2.6020599913279625
18122,49081266,Manhattan,Entire home/apt,1402.0,1,268,3.0,3.0,3.0,6,False,3.14674801363064
18123,49088129,Manhattan,Private room,117.0,29,316,1.0,1.0,1.0,1,False,2.0681858617461617
18124,49089324,Manhattan,Private room,93.0,29,206,1.0,1.0,1.0,1,False,1.968482948553935
18125,49089376,Manhattan,Private room,102.0,29,215,1.0,1.0,1.0,1,False,2.0086001717619175
18126,49089414,Manhattan,Private room,102.0,29,266,1.0,1.0,1.0,1,False,2.0086001717619175
18127,49089488,Manhattan,Private room,118.0,29,306,1.0,1.0,1.0,1,False,2.0718820073061255
18128,49089500,Manhattan,Private room,104.0,29,301,1.0,1.0,1.0,1,False,2.0170333392987803
18129,49089513,Manhattan,Private room,104.0,29,251,1.0,1.0,1.0,1,False,2.0170333392987803
18132,48939444,Queens,Entire home/apt,299.0,3,180,2.0,1.0,3.0,4,False,2.4756711883244296
18133,48940172,Queens,Entire home/apt,180.0,3,90,3.0,2.0,4.0,6,True,2.255272505103306
18134,48942624,Manhattan,Entire home/apt,116.0,46,338,1.0,1.0,1.0,3,True,2.0644579892269186
18135,48740080,Brooklyn,Entire home/apt,66.0,1,90,1.0,1.0,1.0,2,False,1.8195439355418688
18136,48740096,Bronx,Private room,57.0,3,306,1.0,1.0,1.0,1,True,1.7558748556724915
18137,48741152,Bronx,Private room,72.0,3,325,1.0,1.0,1.0,2,True,1.8573324964312685
18138,48742328,Brooklyn,Entire home/apt,200.0,2,60,3.0,2.5,4.0,8,False,2.3010299956639813
18139,48752329,Manhattan,Entire home/apt,219.0,38,365,2.0,2.0,2.0,4,True,2.3404441148401185
18141,48758785,Staten Island,Entire home/apt,109.0,6,306,1.0,1.0,1.0,2,True,2.037426497940624
18142,48758887,Brooklyn,Private room,50.0,1,60,1.0,1.0,1.0,1,True,1.6989700043360187
18143,48764611,Manhattan,Private room,48.0,9,227,1.0,2.0,1.0,1,False,1.6812412373755872
18145,48767472,Queens,Private room,237.0,12,117,1.0,1.0,2.0,3,False,2.374748346010104
18146,49089574,Manhattan,Private room,103.0,29,309,1.0,1.0,1.0,1,False,2.012837224705172
18147,49089583,Manhattan,Private room,88.0,29,263,1.0,1.0,1.0,1,False,1.9444826721501687
18148,49089593,Manhattan,Private room,104.0,29,282,1.0,1.0,1.0,1,False,2.0170333392987803
18149,49089605,Manhattan,Private room,100.0,29,281,1.0,1.0,1.0,1,False,2.0
18150,49089633,Manhattan,Private room,104.0,29,292,1.0,1.0,1.0,1,False,2.0170333392987803
18151,49089728,Manhattan,Private room,104.0,29,286,1.0,1.0,1.0,1,False,2.0170333392987803
18152,49089734,Manhattan,Private room,104.0,29,281,1.0,1.0,1.0,1,False,2.0170333392987803
18153,49089753,Manhattan,Private room,104.0,29,305,1.0,1.0,1.0,1,False,2.0170333392987803
18154,49089760,Manhattan,Private room,101.0,29,267,1.0,1.0,1.0,1,False,2.0043213737826426
